id,nom,prenom,nom_complet,date_naissance,sexe,redouble,adresse,etablissement_id,etablissement_nom
"7921","Mbaye","Cheikh","Cheikh Mbaye","2009-04-02","M","Non","96 Avenue Corniche, Thiès","48","Lycée Cheikh Anta Diop"
"7922","Cisse","Amadou","Amadou Cisse","2017-08-22","M","Non","27 Boulevard de l'Indépendance, Saint-Louis","66","Collège Mariama Ba"
"7923","Faye","Samba","Samba Faye","2006-01-21","M","Non","44 Avenue des Almadies, Saint-Louis","63","Lycée Aline Sitoe Diatta"
"7924","Ba","Samba","Samba Ba","2014-07-18","M","Oui","146 Rue de la République, Kaolack","75","École El Hadji Omar Tall"
"7925","Ba","Seynabou","Seynabou Ba","2017-10-04","F","Non","14 Avenue de la République, Tambacounda","14","École Blaise Diagne"
"7926","Seck","Rokhaya","Rokhaya Seck","2004-01-23","F","Oui","121 Avenue Corniche, Diourbel","16","Lycée El Hadji Omar Tall"
"7927","Seck","Abdou","Abdou Seck","2010-04-03","M","Non","169 Boulevard Léopold Sédar Senghor, Kaffrine","60","École Aline Sitoe Diatta"
"7928","Wade","Cheikh","Cheikh Wade","2005-10-26","M","Non","87 Avenue Corniche, Sédhiou","59","École Cheikh Anta Diop"
"7929","Diop","Dieynaba","Dieynaba Diop","2006-04-05","F","Non","168 Boulevard Blaise Diagne, Diourbel","38","Institut Cheikh Anta Diop"
"7930","Diallo","Aminata","Aminata Diallo","2016-11-09","F","Non","132 Boulevard Blaise Diagne, Thiès","79","Collège Lat Dior"
"7931","Seck","Babacar","Babacar Seck","2009-07-19","M","Non","157 Boulevard Corniche, Ziguinchor","70","Collège Lat Dior"
"7932","Sarr","Ibrahima","Ibrahima Sarr","2011-10-26","M","Non","19 Boulevard Léopold Sédar Senghor, Fatick","30","Lycée El Hadji Omar Tall"
"7933","Sarr","Maimouna","Maimouna Sarr","2010-10-23","F","Non","152 Avenue des Almadies, Ziguinchor","5","Collège Blaise Diagne"
"7934","Seck","Yacine","Yacine Seck","2009-03-08","F","Non","20 Boulevard de la République, Thiès","36","École Cheikh Anta Diop"
"7935","Fall","Amadou","Amadou Fall","2016-08-25","M","Non","44 Avenue de l'Indépendance, Diourbel","55","Institut Aline Sitoe Diatta"
"7936","Kane","Binta","Binta Kane","2017-02-24","F","Non","46 Avenue Léopold Sédar Senghor, Diourbel","44","Institut Léopold Sédar Senghor"
"7937","Diouf","Assane","Assane Diouf","2006-07-24","M","Oui","27 Rue de l'Indépendance, Tambacounda","37","Lycée Maba Diakhou Ba"
"7938","Diallo","Demba","Demba Diallo","2005-04-07","M","Oui","196 Boulevard Corniche, Saint-Louis","27","Collège Blaise Diagne"
"7939","Ly","Rokhaya","Rokhaya Ly","2007-11-10","F","Non","28 Rue de l'Indépendance, Ziguinchor","80","Lycée Blaise Diagne"
"7940","Sow","Coumba","Coumba Sow","2015-02-04","F","Non","165 Avenue Léopold Sédar Senghor, Fatick","42","Lycée Lat Dior"
"7941","Diagne","Coumba","Coumba Diagne","2003-05-15","F","Non","131 Boulevard de l'Indépendance, Louga","81","École Léopold Sédar Senghor"
"7942","Gueye","Rama","Rama Gueye","2015-08-23","F","Non","57 Avenue de la République, Kaffrine","24","Lycée Cheikh Anta Diop"
"7943","Ndour","Assane","Assane Ndour","2014-12-14","M","Non","151 Rue de l'Indépendance, Kaffrine","60","École Aline Sitoe Diatta"
"7944","Diallo","Baba","Baba Diallo","2009-01-13","M","Non","104 Rue des Almadies, Kédougou","52","École Cheikh Anta Diop"
"7945","Tall","Cheikh","Cheikh Tall","2005-04-05","M","Non","87 Rue des Almadies, Kolda","12","École Léopold Sédar Senghor"
"7946","Ndour","Pape","Pape Ndour","2004-08-23","M","Non","7 Rue de l'Indépendance, Diourbel","17","École Léopold Sédar Senghor"
"7947","Diouf","Mamadou","Mamadou Diouf","2011-10-05","M","Non","121 Boulevard des Almadies, Kolda","29","École Maba Diakhou Ba"
"7948","Sarr","Samba","Samba Sarr","2007-12-15","M","Non","37 Avenue de l'Indépendance, Ziguinchor","80","Lycée Blaise Diagne"
"7949","Diop","Dieynaba","Dieynaba Diop","2016-12-15","F","Non","100 Rue Léopold Sédar Senghor, Thiès","64","École Léopold Sédar Senghor"
"7950","Cisse","Mariam","Mariam Cisse","2017-01-13","F","Non","48 Boulevard Corniche, Louga","92","Institut Lat Dior"
"7951","Sow","Abdou","Abdou Sow","2016-03-05","M","Non","159 Rue de la République, Tambacounda","39","Lycée Blaise Diagne"
"7952","Wade","Samba","Samba Wade","2014-09-16","M","Oui","33 Boulevard de la République, Diourbel","89","Lycée Blaise Diagne"
"7953","Tall","Binta","Binta Tall","2008-12-03","F","Non","145 Boulevard des Almadies, Diourbel","44","Institut Léopold Sédar Senghor"
"7954","Ba","Aminata","Aminata Ba","2006-11-19","F","Non","111 Boulevard de l'Indépendance, Louga","98","Collège Lat Dior"
"7955","Diallo","Khady","Khady Diallo","2013-07-23","F","Non","3 Rue de l'Indépendance, Kaolack","71","Lycée Léopold Sédar Senghor"
"7956","Sow","Ousmane","Ousmane Sow","2004-10-14","M","Non","171 Avenue des Almadies, Fatick","61","Lycée Léopold Sédar Senghor"
"7957","Gueye","Pape","Pape Gueye","2013-11-13","M","Oui","102 Rue Corniche, Kédougou","68","Institut El Hadji Omar Tall"
"7958","Diallo","Samba","Samba Diallo","2015-04-10","M","Oui","44 Avenue de la République, Kaolack","71","Lycée Léopold Sédar Senghor"
"7959","Mbaye","Rokhaya","Rokhaya Mbaye","2008-10-06","F","Non","108 Boulevard Blaise Diagne, Thiès","58","Lycée El Hadji Omar Tall"
"7960","Sow","Ousmane","Ousmane Sow","2015-03-24","M","Non","79 Avenue de la République, Kaolack","71","Lycée Léopold Sédar Senghor"
"7961","Ly","Astou","Astou Ly","2009-10-03","F","Non","22 Avenue de la République, Louga","81","École Léopold Sédar Senghor"
"7962","Ly","Pape","Pape Ly","2011-11-11","M","Non","57 Boulevard de la République, Kédougou","4","École Aline Sitoe Diatta"
"7963","Diagne","Modou","Modou Diagne","2008-02-09","M","Non","71 Avenue de l'Indépendance, Fatick","30","Lycée El Hadji Omar Tall"
"7964","Faye","Demba","Demba Faye","2009-03-09","M","Non","194 Rue Corniche, Ziguinchor","80","Lycée Blaise Diagne"
"7965","Ndiaye","Astou","Astou Ndiaye","2015-04-20","F","Non","58 Rue des Almadies, Thiès","36","École Cheikh Anta Diop"
"7966","Diouf","Babacar","Babacar Diouf","2013-08-18","M","Non","43 Avenue Léopold Sédar Senghor, Kolda","9","École Maba Diakhou Ba"
"7967","Ba","Yacine","Yacine Ba","2005-07-13","F","Non","151 Rue de l'Indépendance, Diourbel","38","Institut Cheikh Anta Diop"
"7968","Kane","Alioune","Alioune Kane","2016-05-27","M","Non","118 Rue des Almadies, Fatick","20","Collège Mariama Ba"
"7969","Diagne","Ndeye","Ndeye Diagne","2016-09-27","F","Non","9 Rue Corniche, Kaolack","75","École El Hadji Omar Tall"
"7970","Sarr","Assane","Assane Sarr","2003-10-16","M","Oui","139 Avenue Léopold Sédar Senghor, Thiès","36","École Cheikh Anta Diop"
"7971","Ndiaye","Khady","Khady Ndiaye","2005-02-01","F","Non","74 Avenue Corniche, Fatick","20","Collège Mariama Ba"
"7972","Seck","Abdou","Abdou Seck","2013-05-12","M","Non","122 Boulevard Blaise Diagne, Dakar","15","Institut Maba Diakhou Ba"
"7973","Faye","Babacar","Babacar Faye","2010-01-17","M","Non","65 Rue des Almadies, Fatick","62","École Maba Diakhou Ba"
"7974","Diallo","Fatou","Fatou Diallo","2006-12-25","F","Oui","55 Boulevard Blaise Diagne, Louga","6","Lycée Cheikh Anta Diop"
"7975","Gueye","Assane","Assane Gueye","2014-01-22","M","Non","121 Boulevard Léopold Sédar Senghor, Kaolack","45","Collège Cheikh Anta Diop"
"7976","Diallo","Ndeye","Ndeye Diallo","2006-12-08","F","Non","10 Rue de la République, Diourbel","38","Institut Cheikh Anta Diop"
"7977","Ndour","Ibrahima","Ibrahima Ndour","2012-09-20","M","Non","167 Boulevard Léopold Sédar Senghor, Fatick","49","Institut Maba Diakhou Ba"
"7978","Diagne","Fatou","Fatou Diagne","2015-08-23","F","Non","141 Avenue des Almadies, Kaolack","94","École Mariama Ba"
"7979","Diallo","Ibrahima","Ibrahima Diallo","2007-03-23","M","Non","151 Boulevard Corniche, Saint-Louis","27","Collège Blaise Diagne"
"7980","Diouf","Awa","Awa Diouf","2007-02-27","F","Non","55 Boulevard Blaise Diagne, Sédhiou","59","École Cheikh Anta Diop"
"7981","Sow","Binta","Binta Sow","2003-11-03","F","Non","180 Rue Corniche, Ziguinchor","5","Collège Blaise Diagne"
"7982","Ly","Cheikh","Cheikh Ly","2006-02-18","M","Non","135 Avenue des Almadies, Kaolack","21","Lycée Aline Sitoe Diatta"
"7983","Diagne","Modou","Modou Diagne","2010-08-14","M","Non","81 Avenue Corniche, Sédhiou","26","Lycée Blaise Diagne"
"7984","Tall","Mariam","Mariam Tall","2005-07-04","F","Oui","27 Avenue Blaise Diagne, Matam","96","École Aline Sitoe Diatta"
"7985","Faye","Modou","Modou Faye","2017-11-16","M","Oui","113 Rue de l'Indépendance, Kaffrine","56","École Maba Diakhou Ba"
"7986","Faye","Fatou","Fatou Faye","2010-11-04","F","Non","187 Avenue de l'Indépendance, Kolda","25","Collège Blaise Diagne"
"7987","Diagne","Yacine","Yacine Diagne","2011-02-05","F","Oui","160 Avenue de la République, Kolda","12","École Léopold Sédar Senghor"
"7988","Ndour","Ndeye","Ndeye Ndour","2012-08-17","F","Oui","187 Boulevard de la République, Diourbel","16","Lycée El Hadji Omar Tall"
"7989","Sow","Seynabou","Seynabou Sow","2011-06-22","F","Oui","6 Rue des Almadies, Sédhiou","33","Collège Maba Diakhou Ba"
"7990","Sarr","Awa","Awa Sarr","2007-09-11","F","Non","128 Boulevard des Almadies, Saint-Louis","10","École Léopold Sédar Senghor"
"7991","Thiam","Ousmane","Ousmane Thiam","2010-09-01","M","Non","1 Avenue de l'Indépendance, Kaolack","41","Collège Maba Diakhou Ba"
"7992","Fall","Mariam","Mariam Fall","2010-05-21","F","Non","91 Boulevard de la République, Diourbel","55","Institut Aline Sitoe Diatta"
"7993","Ndiaye","Modou","Modou Ndiaye","2009-10-05","M","Non","183 Rue de la République, Fatick","62","École Maba Diakhou Ba"
"7994","Ndiaye","Astou","Astou Ndiaye","2017-03-27","F","Non","138 Avenue de l'Indépendance, Louga","50","Collège Mariama Ba"
"7995","Ndiaye","Alioune","Alioune Ndiaye","2014-06-21","M","Non","169 Rue des Almadies, Kédougou","74","Lycée Blaise Diagne"
"7996","Ndour","Maimouna","Maimouna Ndour","2004-06-26","F","Non","18 Rue de l'Indépendance, Thiès","54","Lycée Léopold Sédar Senghor"
"7997","Wade","Fatou","Fatou Wade","2013-06-15","F","Non","14 Boulevard de l'Indépendance, Ziguinchor","84","Collège Maba Diakhou Ba"
"7998","Ndiaye","Ndeye","Ndeye Ndiaye","2006-08-28","F","Non","92 Boulevard de l'Indépendance, Kédougou","57","École Maba Diakhou Ba"
"7999","Ndour","Cheikh","Cheikh Ndour","2013-01-06","M","Non","26 Boulevard de la République, Louga","98","Collège Lat Dior"
"8000","Diop","Mariam","Mariam Diop","2003-02-22","F","Non","39 Avenue Blaise Diagne, Louga","81","École Léopold Sédar Senghor"
"8001","Diop","Cheikh","Cheikh Diop","2017-02-24","M","Non","128 Rue de la République, Tambacounda","39","Lycée Blaise Diagne"
"8002","Thiam","Babacar","Babacar Thiam","2012-04-01","M","Non","54 Avenue des Almadies, Saint-Louis","63","Lycée Aline Sitoe Diatta"
"8003","Diallo","Astou","Astou Diallo","2012-01-28","F","Non","69 Rue de la République, Kolda","77","École Blaise Diagne"
"8004","Ndour","Demba","Demba Ndour","2003-06-19","M","Non","33 Boulevard de l'Indépendance, Kaolack","41","Collège Maba Diakhou Ba"
"8005","Ndiaye","Maimouna","Maimouna Ndiaye","2017-01-06","F","Non","77 Boulevard de l'Indépendance, Thiès","23","École Cheikh Anta Diop"
"8006","Gueye","Babacar","Babacar Gueye","2007-08-10","M","Non","113 Avenue des Almadies, Saint-Louis","83","Lycée Cheikh Anta Diop"
"8007","Fall","Ndeye","Ndeye Fall","2005-12-26","F","Non","6 Boulevard Corniche, Kaffrine","87","École Blaise Diagne"
"8008","Gueye","Coumba","Coumba Gueye","2013-11-11","F","Non","126 Rue de l'Indépendance, Kaffrine","87","École Blaise Diagne"
"8009","Diop","Modou","Modou Diop","2007-02-06","M","Oui","94 Avenue Léopold Sédar Senghor, Matam","3","Institut Lat Dior"
"8010","Sow","Aminata","Aminata Sow","2008-04-05","F","Non","113 Avenue Léopold Sédar Senghor, Kaolack","21","Lycée Aline Sitoe Diatta"
"8011","Thiam","Mariam","Mariam Thiam","2003-05-23","F","Non","104 Boulevard Corniche, Matam","95","Institut Lat Dior"
"8012","Faye","Fatou","Fatou Faye","2004-10-28","F","Non","87 Boulevard de l'Indépendance, Tambacounda","72","École Aline Sitoe Diatta"
"8013","Diop","Amadou","Amadou Diop","2013-02-02","M","Non","164 Boulevard Corniche, Kédougou","53","École Cheikh Anta Diop"
"8014","Gueye","Rama","Rama Gueye","2014-01-09","F","Non","197 Boulevard de la République, Thiès","54","Lycée Léopold Sédar Senghor"
"8015","Diagne","Rama","Rama Diagne","2010-09-14","F","Oui","150 Boulevard des Almadies, Diourbel","99","Institut Mariama Ba"
"8016","Seck","Baba","Baba Seck","2006-07-18","M","Non","120 Boulevard de la République, Thiès","23","École Cheikh Anta Diop"
"8017","Cisse","Ndeye","Ndeye Cisse","2003-07-22","F","Non","112 Avenue des Almadies, Kédougou","57","École Maba Diakhou Ba"
"8018","Ba","Aminata","Aminata Ba","2015-01-24","F","Non","158 Avenue de la République, Kolda","77","École Blaise Diagne"
"8019","Fall","Rokhaya","Rokhaya Fall","2013-01-14","F","Non","114 Rue de la République, Kédougou","68","Institut El Hadji Omar Tall"
"8020","Fall","Aminata","Aminata Fall","2008-02-15","F","Non","30 Avenue Corniche, Ziguinchor","13","Lycée Mariama Ba"
"8021","Wade","Coumba","Coumba Wade","2015-08-13","F","Non","25 Boulevard Léopold Sédar Senghor, Diourbel","16","Lycée El Hadji Omar Tall"
"8022","Mbaye","Amadou","Amadou Mbaye","2011-12-09","M","Non","68 Rue Blaise Diagne, Louga","50","Collège Mariama Ba"
"8023","Ndour","Dieynaba","Dieynaba Ndour","2013-10-27","F","Non","83 Avenue Corniche, Kolda","77","École Blaise Diagne"
"8024","Diouf","Yacine","Yacine Diouf","2009-06-17","F","Oui","11 Avenue Blaise Diagne, Kédougou","93","Institut Blaise Diagne"
"8025","Ba","Rokhaya","Rokhaya Ba","2017-06-03","F","Non","134 Boulevard des Almadies, Kolda","77","École Blaise Diagne"
"8026","Tall","Coumba","Coumba Tall","2016-11-23","F","Non","57 Rue des Almadies, Kédougou","53","École Cheikh Anta Diop"
"8027","Wade","Binta","Binta Wade","2010-10-25","F","Non","196 Rue Blaise Diagne, Dakar","91","Lycée Lat Dior"
"8028","Diop","Moussa","Moussa Diop","2004-04-22","M","Oui","152 Boulevard de l'Indépendance, Kaolack","21","Lycée Aline Sitoe Diatta"
"8029","Diallo","Alioune","Alioune Diallo","2017-04-28","M","Oui","87 Avenue de l'Indépendance, Tambacounda","37","Lycée Maba Diakhou Ba"
"8030","Diouf","Demba","Demba Diouf","2007-01-05","M","Non","186 Avenue de la République, Thiès","23","École Cheikh Anta Diop"
"8031","Ndour","Assane","Assane Ndour","2017-07-16","M","Non","115 Rue des Almadies, Kédougou","53","École Cheikh Anta Diop"
"8032","Sarr","Samba","Samba Sarr","2003-07-13","M","Oui","45 Avenue de la République, Kaffrine","100","Lycée Mariama Ba"
"8033","Diallo","Ibrahima","Ibrahima Diallo","2003-02-24","M","Non","92 Boulevard de la République, Fatick","42","Lycée Lat Dior"
"8034","Diagne","Yacine","Yacine Diagne","2016-05-05","F","Non","75 Avenue de la République, Sédhiou","19","École Blaise Diagne"
"8035","Tall","Demba","Demba Tall","2016-01-06","M","Non","141 Avenue des Almadies, Kédougou","31","Institut Mariama Ba"
"8036","Tall","Ndeye","Ndeye Tall","2006-07-16","F","Non","90 Rue des Almadies, Matam","85","Lycée Lat Dior"
"8037","Diouf","Samba","Samba Diouf","2010-03-12","M","Oui","12 Rue Corniche, Kaffrine","88","Institut Léopold Sédar Senghor"
"8038","Gueye","Mariam","Mariam Gueye","2007-08-06","F","Oui","190 Avenue Corniche, Kédougou","31","Institut Mariama Ba"
"8039","Sarr","Amadou","Amadou Sarr","2017-06-10","M","Non","119 Boulevard Léopold Sédar Senghor, Kaolack","94","École Mariama Ba"
"8040","Ndour","Cheikh","Cheikh Ndour","2008-08-03","M","Non","118 Boulevard Corniche, Kolda","29","École Maba Diakhou Ba"
"8041","Mbaye","Dieynaba","Dieynaba Mbaye","2010-08-12","F","Non","161 Boulevard Blaise Diagne, Fatick","62","École Maba Diakhou Ba"
"8042","Seck","Moussa","Moussa Seck","2004-03-20","M","Non","96 Boulevard des Almadies, Thiès","64","École Léopold Sédar Senghor"
"8043","Diallo","Maimouna","Maimouna Diallo","2017-07-07","F","Non","37 Avenue Blaise Diagne, Dakar","69","Collège Léopold Sédar Senghor"
"8044","Tall","Maimouna","Maimouna Tall","2012-03-15","F","Non","48 Avenue Léopold Sédar Senghor, Sédhiou","59","École Cheikh Anta Diop"
"8045","Ndour","Cheikh","Cheikh Ndour","2009-09-07","M","Oui","144 Avenue Léopold Sédar Senghor, Saint-Louis","83","Lycée Cheikh Anta Diop"
"8046","Ndiaye","Demba","Demba Ndiaye","2010-01-10","M","Non","125 Boulevard de la République, Kolda","29","École Maba Diakhou Ba"
"8047","Wade","Aminata","Aminata Wade","2004-08-16","F","Non","122 Avenue des Almadies, Kaolack","86","Institut Cheikh Anta Diop"
"8048","Ndour","Fatou","Fatou Ndour","2009-05-04","F","Non","22 Rue Léopold Sédar Senghor, Kaolack","45","Collège Cheikh Anta Diop"
"8049","Faye","Ousmane","Ousmane Faye","2005-01-13","M","Non","104 Boulevard Corniche, Ziguinchor","70","Collège Lat Dior"
"8050","Diagne","Khady","Khady Diagne","2017-06-22","F","Non","189 Rue de l'Indépendance, Louga","50","Collège Mariama Ba"
"8051","Cisse","Ndeye","Ndeye Cisse","2008-06-22","F","Oui","50 Boulevard des Almadies, Fatick","61","Lycée Léopold Sédar Senghor"
"8052","Cisse","Awa","Awa Cisse","2010-09-07","F","Non","104 Rue Corniche, Fatick","30","Lycée El Hadji Omar Tall"
"8053","Ndour","Abdou","Abdou Ndour","2009-02-02","M","Non","87 Boulevard de la République, Kaolack","41","Collège Maba Diakhou Ba"
"8054","Ndiaye","Samba","Samba Ndiaye","2008-11-15","M","Oui","146 Rue Léopold Sédar Senghor, Tambacounda","14","École Blaise Diagne"
"8055","Fall","Mamadou","Mamadou Fall","2017-12-17","M","Non","193 Avenue Léopold Sédar Senghor, Dakar","91","Lycée Lat Dior"
"8056","Cisse","Astou","Astou Cisse","2003-06-16","F","Non","98 Boulevard Corniche, Thiès","23","École Cheikh Anta Diop"
"8057","Sow","Abdou","Abdou Sow","2012-12-21","M","Non","165 Avenue des Almadies, Sédhiou","59","École Cheikh Anta Diop"
"8058","Seck","Alioune","Alioune Seck","2008-01-11","M","Non","161 Rue de la République, Thiès","46","Collège El Hadji Omar Tall"
"8059","Diop","Ndeye","Ndeye Diop","2009-03-06","F","Non","46 Rue Blaise Diagne, Saint-Louis","76","Lycée Blaise Diagne"
"8060","Mbaye","Mamadou","Mamadou Mbaye","2009-12-11","M","Non","137 Boulevard de l'Indépendance, Kaolack","75","École El Hadji Omar Tall"
"8061","Thiam","Khady","Khady Thiam","2005-04-16","F","Oui","129 Boulevard des Almadies, Tambacounda","37","Lycée Maba Diakhou Ba"
"8062","Mbaye","Moussa","Moussa Mbaye","2010-03-08","M","Non","73 Avenue Corniche, Kaffrine","100","Lycée Mariama Ba"
"8063","Sow","Baba","Baba Sow","2008-10-11","M","Non","101 Rue Blaise Diagne, Fatick","42","Lycée Lat Dior"
"8064","Diagne","Baba","Baba Diagne","2005-04-03","M","Non","123 Boulevard Blaise Diagne, Saint-Louis","76","Lycée Blaise Diagne"
"8065","Gueye","Mamadou","Mamadou Gueye","2012-03-24","M","Non","51 Avenue Corniche, Thiès","48","Lycée Cheikh Anta Diop"
"8066","Sow","Mamadou","Mamadou Sow","2008-03-16","M","Non","17 Rue Léopold Sédar Senghor, Kédougou","40","École Mariama Ba"
"8067","Mbaye","Alioune","Alioune Mbaye","2012-06-26","M","Non","66 Rue Blaise Diagne, Ziguinchor","5","Collège Blaise Diagne"
"8068","Tall","Moussa","Moussa Tall","2013-05-12","M","Non","3 Boulevard Corniche, Matam","96","École Aline Sitoe Diatta"
"8069","Cisse","Samba","Samba Cisse","2009-02-11","M","Non","129 Rue de la République, Kaolack","11","Lycée El Hadji Omar Tall"
"8070","Kane","Alioune","Alioune Kane","2016-06-21","M","Non","85 Avenue Léopold Sédar Senghor, Ziguinchor","70","Collège Lat Dior"
"8071","Sarr","Demba","Demba Sarr","2014-08-04","M","Non","193 Rue Léopold Sédar Senghor, Thiès","23","École Cheikh Anta Diop"
"8072","Faye","Astou","Astou Faye","2005-06-20","F","Oui","178 Avenue de la République, Ziguinchor","65","Institut Maba Diakhou Ba"
