id,nom,prenom,nom_complet,domaine,email,sexe,etablissement_id,etablissement_nom
"1345","Sarr","Maimouna","Maimouna Sarr","Arabe","maimouna.sarr@collègemariamaba.sn","F","50","Collège Mariama Ba"
"1346","Wade","Coumba","Coumba Wade","Français","coumba.wade@institutmariamaba.sn","F","97","Institut Mariama Ba"
"1347","Ly","Rokhaya","Rokhaya Ly","Histoire-Géographie","rokhaya.ly@écolemariamaba.sn","F","94","École Mariama Ba"
"1348","Sarr","Assane","Assane Sarr","Histoire-Géographie","assane.sarr@lycéelatdior.sn","M","42","Lycée Lat Dior"
"1349","Ba","Ousmane","Ousmane Ba","Français","ousmane.ba@collègeléopoldsédarsenghor.sn","M","34","Collège Léopold Sédar Senghor"
"1350","Thiam","Seynabou","Seynabou Thiam","Anglais","seynabou.thiam@lycéealinesitoediatta.sn","F","63","Lycée Aline Sitoe Diatta"
"1351","Ndiaye","Fatou","Fatou Ndiaye","Informatique","fatou.ndiaye@lycéemariamaba.sn","F","13","Lycée Mariama Ba"
"1352","Ly","Fatou","Fatou Ly","Mathématiques","fatou.ly@lycéeléopoldsédarsenghor.sn","F","61","Lycée Léopold Sédar Senghor"
"1353","Diagne","Samba","Samba Diagne","Mathématiques","samba.diagne@lycéealinesitoediatta.sn","M","28","Lycée Aline Sitoe Diatta"
"1354","Gueye","Rokhaya","Rokhaya Gueye","Sciences Physiques","rokhaya.gueye@écoleléopoldsédarsenghor.sn","F","12","École Léopold Sédar Senghor"
"1355","Fall","Samba","Samba Fall","Arts","samba.fall@lycéecheikhantadiop.sn","M","24","Lycée Cheikh Anta Diop"
"1356","Diallo","Moussa","Moussa Diallo","Arts","moussa.diallo@écolemabadiakhouba.sn","M","29","École Maba Diakhou Ba"
"1357","Cisse","Babacar","Babacar Cisse","Éducation Physique","babacar.cisse@écolemabadiakhouba.sn","M","57","École Maba Diakhou Ba"
"1358","Thiam","Mariam","Mariam Thiam","Sciences Physiques","mariam.thiam@institutléopoldsédarsenghor.sn","F","88","Institut Léopold Sédar Senghor"
"1359","Gueye","Seynabou","Seynabou Gueye","Français","seynabou.gueye@collègeblaisediagne.sn","F","25","Collège Blaise Diagne"
"1360","Diagne","Ibrahima","Ibrahima Diagne","Éducation Physique","ibrahima.diagne@écolecheikhantadiop.sn","M","23","École Cheikh Anta Diop"
"1361","Diop","Moussa","Moussa Diop","Informatique","moussa.diop@lycéeelhadjiomartall.sn","M","11","Lycée El Hadji Omar Tall"
"1362","Diallo","Dieynaba","Dieynaba Diallo","Mathématiques","dieynaba.diallo@écolemabadiakhouba.sn","F","62","École Maba Diakhou Ba"
"1363","Thiam","Aminata","Aminata Thiam","Éducation Physique","aminata.thiam@écoleblaisediagne.sn","F","87","École Blaise Diagne"
"1364","Wade","Pape","Pape Wade","Arabe","pape.wade@institutelhadjiomartall.sn","M","68","Institut El Hadji Omar Tall"
"1365","Ndour","Mamadou","Mamadou Ndour","Informatique","mamadou.ndour@collègeblaisediagne.sn","M","5","Collège Blaise Diagne"
"1366","Ba","Rokhaya","Rokhaya Ba","Histoire-Géographie","rokhaya.ba@lycéecheikhantadiop.sn","F","48","Lycée Cheikh Anta Diop"
"1367","Kane","Yacine","Yacine Kane","Informatique","yacine.kane@écolemabadiakhouba.sn","F","62","École Maba Diakhou Ba"
"1368","Diallo","Awa","Awa Diallo","Arts","awa.diallo@lycéecheikhantadiop.sn","F","48","Lycée Cheikh Anta Diop"
"1369","Diop","Coumba","Coumba Diop","Français","coumba.diop@lycéemariamaba.sn","F","13","Lycée Mariama Ba"
"1370","Diop","Dieynaba","Dieynaba Diop","Mathématiques","dieynaba.diop@écoleblaisediagne.sn","F","14","École Blaise Diagne"
"1371","Diop","Yacine","Yacine Diop","Mathématiques","yacine.diop@écolecheikhantadiop.sn","F","36","École Cheikh Anta Diop"
"1372","Ba","Astou","Astou Ba","Éducation Physique","astou.ba@institutmariamaba.sn","F","7","Institut Mariama Ba"
"1373","Sow","Khady","Khady Sow","Arts","khady.sow@écolemabadiakhouba.sn","F","57","École Maba Diakhou Ba"
"1374","Diouf","Moussa","Moussa Diouf","Informatique","moussa.diouf@écoleléopoldsédarsenghor.sn","M","35","École Léopold Sédar Senghor"
"1375","Gueye","Dieynaba","Dieynaba Gueye","Éducation Physique","dieynaba.gueye@écolemabadiakhouba.sn","F","9","École Maba Diakhou Ba"
"1376","Mbaye","Coumba","Coumba Mbaye","Arabe","coumba.mbaye@écoleelhadjiomartall.sn","F","22","École El Hadji Omar Tall"
"1377","Thiam","Babacar","Babacar Thiam","Français","babacar.thiam@écolecheikhantadiop.sn","M","52","École Cheikh Anta Diop"
"1378","Tall","Ibrahima","Ibrahima Tall","Arabe","ibrahima.tall@écolemabadiakhouba.sn","M","57","École Maba Diakhou Ba"
"1379","Thiam","Alioune","Alioune Thiam","Anglais","alioune.thiam@institutmariamaba.sn","M","31","Institut Mariama Ba"
"1380","Kane","Demba","Demba Kane","Mathématiques","demba.kane@lycéealinesitoediatta.sn","M","21","Lycée Aline Sitoe Diatta"
"1381","Gueye","Assane","Assane Gueye","Français","assane.gueye@collègeléopoldsédarsenghor.sn","M","69","Collège Léopold Sédar Senghor"
"1382","Wade","Abdou","Abdou Wade","Anglais","abdou.wade@institutmariamaba.sn","M","99","Institut Mariama Ba"
"1383","Cisse","Seynabou","Seynabou Cisse","Informatique","seynabou.cisse@collègemariamaba.sn","F","20","Collège Mariama Ba"
"1384","Sow","Baba","Baba Sow","Informatique","baba.sow@institutmabadiakhouba.sn","M","15","Institut Maba Diakhou Ba"
"1385","Mbaye","Ibrahima","Ibrahima Mbaye","Arts","ibrahima.mbaye@lycéealinesitoediatta.sn","M","28","Lycée Aline Sitoe Diatta"
"1386","Cisse","Mamadou","Mamadou Cisse","Éducation Physique","mamadou.cisse@collègeblaisediagne.sn","M","25","Collège Blaise Diagne"
"1387","Diouf","Demba","Demba Diouf","Sciences Naturelles","demba.diouf@collègemabadiakhouba.sn","M","84","Collège Maba Diakhou Ba"
"1388","Diouf","Abdou","Abdou Diouf","Éducation Physique","abdou.diouf@écoleblaisediagne.sn","M","19","École Blaise Diagne"
"1389","Tall","Assane","Assane Tall","Sciences Physiques","assane.tall@institutalinesitoediatta.sn","M","18","Institut Aline Sitoe Diatta"
"1390","Sow","Seynabou","Seynabou Sow","Mathématiques","seynabou.sow@collègeblaisediagne.sn","F","25","Collège Blaise Diagne"
"1391","Kane","Samba","Samba Kane","Histoire-Géographie","samba.kane@institutlatdior.sn","M","3","Institut Lat Dior"
"1392","Sow","Fatou","Fatou Sow","Sciences Naturelles","fatou.sow@lycéeblaisediagne.sn","F","76","Lycée Blaise Diagne"
"1393","Thiam","Ibrahima","Ibrahima Thiam","Arabe","ibrahima.thiam@lycéeblaisediagne.sn","M","26","Lycée Blaise Diagne"
"1394","Seck","Rokhaya","Rokhaya Seck","Mathématiques","rokhaya.seck@écolecheikhantadiop.sn","F","53","École Cheikh Anta Diop"
"1395","Kane","Awa","Awa Kane","Éducation Physique","awa.kane@lycéeblaisediagne.sn","F","80","Lycée Blaise Diagne"
"1396","Mbaye","Coumba","Coumba Mbaye","Arts","coumba.mbaye@institutalinesitoediatta.sn","F","18","Institut Aline Sitoe Diatta"
"1397","Gueye","Aminata","Aminata Gueye","Mathématiques","aminata.gueye@lycéeblaisediagne.sn","F","39","Lycée Blaise Diagne"
"1398","Seck","Maimouna","Maimouna Seck","Histoire-Géographie","maimouna.seck@collègelatdior.sn","F","70","Collège Lat Dior"
"1399","Cisse","Ousmane","Ousmane Cisse","Sciences Naturelles","ousmane.cisse@lycéelatdior.sn","M","82","Lycée Lat Dior"
"1400","Mbaye","Amadou","Amadou Mbaye","Éducation Physique","amadou.mbaye@écolemabadiakhouba.sn","M","57","École Maba Diakhou Ba"
"1401","Wade","Pape","Pape Wade","Arabe","pape.wade@écolealinesitoediatta.sn","M","4","École Aline Sitoe Diatta"
"1402","Kane","Ndeye","Ndeye Kane","Éducation Physique","ndeye.kane@lycéealinesitoediatta.sn","F","73","Lycée Aline Sitoe Diatta"
"1403","Mbaye","Rokhaya","Rokhaya Mbaye","Éducation Physique","rokhaya.mbaye@collègeelhadjiomartall.sn","F","46","Collège El Hadji Omar Tall"
"1404","Ndour","Maimouna","Maimouna Ndour","Sciences Naturelles","maimouna.ndour@collègeblaisediagne.sn","F","67","Collège Blaise Diagne"
"1405","Diallo","Yacine","Yacine Diallo","Mathématiques","yacine.diallo@lycéeblaisediagne.sn","F","76","Lycée Blaise Diagne"
"1406","Diop","Awa","Awa Diop","Sciences Physiques","awa.diop@lycéealinesitoediatta.sn","F","32","Lycée Aline Sitoe Diatta"
"1407","Wade","Awa","Awa Wade","Français","awa.wade@institutblaisediagne.sn","F","93","Institut Blaise Diagne"
"1408","Diallo","Dieynaba","Dieynaba Diallo","Arts","dieynaba.diallo@collègemariamaba.sn","F","66","Collège Mariama Ba"
"1409","Thiam","Yacine","Yacine Thiam","Français","yacine.thiam@lycéeblaisediagne.sn","F","89","Lycée Blaise Diagne"
"1410","Diop","Yacine","Yacine Diop","Sciences Naturelles","yacine.diop@collègemabadiakhouba.sn","F","41","Collège Maba Diakhou Ba"
"1411","Diagne","Fatou","Fatou Diagne","Français","fatou.diagne@collègemariamaba.sn","F","66","Collège Mariama Ba"
"1412","Ndour","Pape","Pape Ndour","Histoire-Géographie","pape.ndour@écolealinesitoediatta.sn","M","4","École Aline Sitoe Diatta"
"1413","Mbaye","Seynabou","Seynabou Mbaye","Éducation Physique","seynabou.mbaye@collègemariamaba.sn","F","66","Collège Mariama Ba"
"1414","Diagne","Coumba","Coumba Diagne","Sciences Physiques","coumba.diagne@lycéeblaisediagne.sn","F","39","Lycée Blaise Diagne"
"1415","Ndiaye","Abdou","Abdou Ndiaye","Mathématiques","abdou.ndiaye@institutelhadjiomartall.sn","M","68","Institut El Hadji Omar Tall"
"1416","Ly","Khady","Khady Ly","Français","khady.ly@écolealinesitoediatta.sn","F","4","École Aline Sitoe Diatta"
"1417","Ndiaye","Modou","Modou Ndiaye","Arts","modou.ndiaye@écoleelhadjiomartall.sn","M","22","École El Hadji Omar Tall"
"1418","Wade","Rama","Rama Wade","Arts","rama.wade@collègelatdior.sn","F","70","Collège Lat Dior"
"1419","Diouf","Ousmane","Ousmane Diouf","Histoire-Géographie","ousmane.diouf@lycéeblaisediagne.sn","M","39","Lycée Blaise Diagne"
"1420","Faye","Demba","Demba Faye","Arts","demba.faye@collègeelhadjiomartall.sn","M","46","Collège El Hadji Omar Tall"
"1421","Gueye","Assane","Assane Gueye","Sciences Naturelles","assane.gueye@lycéecheikhantadiop.sn","M","83","Lycée Cheikh Anta Diop"
"1422","Cisse","Aminata","Aminata Cisse","Mathématiques","aminata.cisse@institutalinesitoediatta.sn","F","47","Institut Aline Sitoe Diatta"
"1423","Thiam","Abdou","Abdou Thiam","Anglais","abdou.thiam@écoleléopoldsédarsenghor.sn","M","81","École Léopold Sédar Senghor"
"1424","Diouf","Fatou","Fatou Diouf","Histoire-Géographie","fatou.diouf@lycéeblaisediagne.sn","F","89","Lycée Blaise Diagne"
"1425","Diagne","Mamadou","Mamadou Diagne","Éducation Physique","mamadou.diagne@collègelatdior.sn","M","90","Collège Lat Dior"
"1426","Diallo","Aminata","Aminata Diallo","Sciences Naturelles","aminata.diallo@collègeelhadjiomartall.sn","F","46","Collège El Hadji Omar Tall"
"1427","Gueye","Coumba","Coumba Gueye","Français","coumba.gueye@collègemabadiakhouba.sn","F","33","Collège Maba Diakhou Ba"
"1428","Ndour","Dieynaba","Dieynaba Ndour","Anglais","dieynaba.ndour@écolecheikhantadiop.sn","F","59","École Cheikh Anta Diop"
"1429","Faye","Alioune","Alioune Faye","Arts","alioune.faye@institutcheikhantadiop.sn","M","38","Institut Cheikh Anta Diop"
"1430","Thiam","Fatou","Fatou Thiam","Arabe","fatou.thiam@écoleléopoldsédarsenghor.sn","F","17","École Léopold Sédar Senghor"
"1431","Faye","Binta","Binta Faye","Arts","binta.faye@lycéeelhadjiomartall.sn","F","11","Lycée El Hadji Omar Tall"
"1432","Mbaye","Ibrahima","Ibrahima Mbaye","Mathématiques","ibrahima.mbaye@lycéeelhadjiomartall.sn","M","16","Lycée El Hadji Omar Tall"
"1433","Wade","Yacine","Yacine Wade","Sciences Naturelles","yacine.wade@collègeblaisediagne.sn","F","27","Collège Blaise Diagne"
"1434","Thiam","Dieynaba","Dieynaba Thiam","Histoire-Géographie","dieynaba.thiam@lycéealinesitoediatta.sn","F","73","Lycée Aline Sitoe Diatta"
"1435","Seck","Babacar","Babacar Seck","Sciences Naturelles","babacar.seck@institutmariamaba.sn","M","51","Institut Mariama Ba"
"1436","Diagne","Pape","Pape Diagne","Français","pape.diagne@lycéecheikhantadiop.sn","M","2","Lycée Cheikh Anta Diop"
"1437","Seck","Aminata","Aminata Seck","Éducation Physique","aminata.seck@institutmariamaba.sn","F","99","Institut Mariama Ba"
"1438","Diouf","Rokhaya","Rokhaya Diouf","Arabe","rokhaya.diouf@lycéelatdior.sn","F","82","Lycée Lat Dior"
"1439","Thiam","Yacine","Yacine Thiam","Sciences Physiques","yacine.thiam@collègeblaisediagne.sn","F","67","Collège Blaise Diagne"
"1440","Diallo","Demba","Demba Diallo","Sciences Physiques","demba.diallo@lycéeblaisediagne.sn","M","89","Lycée Blaise Diagne"
"1441","Kane","Khady","Khady Kane","Histoire-Géographie","khady.kane@lycéelatdior.sn","F","82","Lycée Lat Dior"
"1442","Ly","Seynabou","Seynabou Ly","Français","seynabou.ly@collègemariamaba.sn","F","20","Collège Mariama Ba"
"1443","Sow","Coumba","Coumba Sow","Mathématiques","coumba.sow@collègeelhadjiomartall.sn","F","46","Collège El Hadji Omar Tall"
"1444","Diagne","Rokhaya","Rokhaya Diagne","Sciences Naturelles","rokhaya.diagne@lycéeblaisediagne.sn","F","39","Lycée Blaise Diagne"
"1445","Sarr","Cheikh","Cheikh Sarr","Arts","cheikh.sarr@écoleléopoldsédarsenghor.sn","M","10","École Léopold Sédar Senghor"
"1446","Tall","Maimouna","Maimouna Tall","Français","maimouna.tall@lycéeelhadjiomartall.sn","F","58","Lycée El Hadji Omar Tall"
"1447","Diallo","Fatou","Fatou Diallo","Sciences Physiques","fatou.diallo@lycéeléopoldsédarsenghor.sn","F","54","Lycée Léopold Sédar Senghor"
"1448","Ba","Seynabou","Seynabou Ba","Arabe","seynabou.ba@institutléopoldsédarsenghor.sn","F","44","Institut Léopold Sédar Senghor"
"1449","Thiam","Babacar","Babacar Thiam","Informatique","babacar.thiam@institutcheikhantadiop.sn","M","86","Institut Cheikh Anta Diop"
"1450","Diallo","Ndeye","Ndeye Diallo","Arabe","ndeye.diallo@collègecheikhantadiop.sn","F","45","Collège Cheikh Anta Diop"
"1451","Ly","Alioune","Alioune Ly","Anglais","alioune.ly@institutléopoldsédarsenghor.sn","M","44","Institut Léopold Sédar Senghor"
"1452","Sow","Maimouna","Maimouna Sow","Anglais","maimouna.sow@écoleelhadjiomartall.sn","F","22","École El Hadji Omar Tall"
"1453","Cisse","Fatou","Fatou Cisse","Sciences Physiques","fatou.cisse@collègelatdior.sn","F","79","Collège Lat Dior"
"1454","Ndiaye","Baba","Baba Ndiaye","Histoire-Géographie","baba.ndiaye@collègemabadiakhouba.sn","M","41","Collège Maba Diakhou Ba"
"1455","Seck","Ibrahima","Ibrahima Seck","Anglais","ibrahima.seck@lycéelatdior.sn","M","42","Lycée Lat Dior"
"1456","Sarr","Cheikh","Cheikh Sarr","Arts","cheikh.sarr@collègemabadiakhouba.sn","M","33","Collège Maba Diakhou Ba"
"1457","Mbaye","Mamadou","Mamadou Mbaye","Mathématiques","mamadou.mbaye@écoleléopoldsédarsenghor.sn","M","12","École Léopold Sédar Senghor"
"1458","Thiam","Dieynaba","Dieynaba Thiam","Sciences Naturelles","dieynaba.thiam@institutmabadiakhouba.sn","F","15","Institut Maba Diakhou Ba"
"1459","Cisse","Abdou","Abdou Cisse","Français","abdou.cisse@collègemariamaba.sn","M","20","Collège Mariama Ba"
"1460","Mbaye","Yacine","Yacine Mbaye","Éducation Physique","yacine.mbaye@écolemabadiakhouba.sn","F","9","École Maba Diakhou Ba"
"1461","Sow","Assane","Assane Sow","Éducation Physique","assane.sow@collègeléopoldsédarsenghor.sn","M","34","Collège Léopold Sédar Senghor"
"1462","Mbaye","Aminata","Aminata Mbaye","Arabe","aminata.mbaye@écoleblaisediagne.sn","F","78","École Blaise Diagne"
"1463","Cisse","Demba","Demba Cisse","Informatique","demba.cisse@lycéemariamaba.sn","M","13","Lycée Mariama Ba"
"1464","Wade","Dieynaba","Dieynaba Wade","Informatique","dieynaba.wade@institutléopoldsédarsenghor.sn","F","44","Institut Léopold Sédar Senghor"
"1465","Ndour","Aminata","Aminata Ndour","Français","aminata.ndour@institutalinesitoediatta.sn","F","18","Institut Aline Sitoe Diatta"
"1466","Cisse","Astou","Astou Cisse","Français","astou.cisse@collègeblaisediagne.sn","F","5","Collège Blaise Diagne"
"1467","Ly","Astou","Astou Ly","Français","astou.ly@écolecheikhantadiop.sn","F","59","École Cheikh Anta Diop"
"1468","Diouf","Ibrahima","Ibrahima Diouf","Sciences Naturelles","ibrahima.diouf@lycéeelhadjiomartall.sn","M","16","Lycée El Hadji Omar Tall"
"1469","Ndiaye","Awa","Awa Ndiaye","Éducation Physique","awa.ndiaye@lycéeblaisediagne.sn","F","74","Lycée Blaise Diagne"
"1470","Ndour","Alioune","Alioune Ndour","Arabe","alioune.ndour@collègemabadiakhouba.sn","M","33","Collège Maba Diakhou Ba"
"1471","Ba","Cheikh","Cheikh Ba","Sciences Naturelles","cheikh.ba@lycéeelhadjiomartall.sn","M","43","Lycée El Hadji Omar Tall"
"1472","Sarr","Awa","Awa Sarr","Éducation Physique","awa.sarr@institutlatdior.sn","F","3","Institut Lat Dior"
"1473","Ndiaye","Ibrahima","Ibrahima Ndiaye","Informatique","ibrahima.ndiaye@institutmariamaba.sn","M","51","Institut Mariama Ba"
"1474","Ndiaye","Babacar","Babacar Ndiaye","Anglais","babacar.ndiaye@collègeblaisediagne.sn","M","25","Collège Blaise Diagne"
"1475","Diagne","Rokhaya","Rokhaya Diagne","Informatique","rokhaya.diagne@lycéecheikhantadiop.sn","F","2","Lycée Cheikh Anta Diop"
"1476","Seck","Babacar","Babacar Seck","Français","babacar.seck@lycéeelhadjiomartall.sn","M","30","Lycée El Hadji Omar Tall"
"1477","Gueye","Awa","Awa Gueye","Informatique","awa.gueye@institutalinesitoediatta.sn","F","47","Institut Aline Sitoe Diatta"
"1478","Diouf","Binta","Binta Diouf","Informatique","binta.diouf@institutmariamaba.sn","F","51","Institut Mariama Ba"
"1479","Diallo","Maimouna","Maimouna Diallo","Sciences Naturelles","maimouna.diallo@lycéelatdior.sn","F","82","Lycée Lat Dior"
"1480","Tall","Samba","Samba Tall","Arts","samba.tall@collègeblaisediagne.sn","M","27","Collège Blaise Diagne"
"1481","Gueye","Baba","Baba Gueye","Français","baba.gueye@écolemariamaba.sn","M","40","École Mariama Ba"
"1482","Diagne","Binta","Binta Diagne","Informatique","binta.diagne@écolealinesitoediatta.sn","F","96","École Aline Sitoe Diatta"
"1483","Kane","Seynabou","Seynabou Kane","Sciences Naturelles","seynabou.kane@écolecheikhantadiop.sn","F","52","École Cheikh Anta Diop"
"1484","Tall","Mariam","Mariam Tall","Arabe","mariam.tall@institutlatdior.sn","F","95","Institut Lat Dior"
"1485","Ly","Aminata","Aminata Ly","Histoire-Géographie","aminata.ly@lycéemariamaba.sn","F","100","Lycée Mariama Ba"
"1486","Seck","Assane","Assane Seck","Informatique","assane.seck@institutcheikhantadiop.sn","M","38","Institut Cheikh Anta Diop"
"1487","Faye","Abdou","Abdou Faye","Arts","abdou.faye@institutléopoldsédarsenghor.sn","M","88","Institut Léopold Sédar Senghor"
"1488","Thiam","Ndeye","Ndeye Thiam","Français","ndeye.thiam@lycéeelhadjiomartall.sn","F","30","Lycée El Hadji Omar Tall"
"1489","Sarr","Rokhaya","Rokhaya Sarr","Informatique","rokhaya.sarr@lycéeblaisediagne.sn","F","89","Lycée Blaise Diagne"
"1490","Ndour","Mariam","Mariam Ndour","Anglais","mariam.ndour@institutmariamaba.sn","F","31","Institut Mariama Ba"
"1491","Sarr","Pape","Pape Sarr","Anglais","pape.sarr@collègemabadiakhouba.sn","M","33","Collège Maba Diakhou Ba"
"1492","Ndour","Fatou","Fatou Ndour","Sciences Naturelles","fatou.ndour@écoleléopoldsédarsenghor.sn","F","10","École Léopold Sédar Senghor"
"1493","Ndour","Ousmane","Ousmane Ndour","Éducation Physique","ousmane.ndour@collègemabadiakhouba.sn","M","33","Collège Maba Diakhou Ba"
"1494","Sarr","Coumba","Coumba Sarr","Informatique","coumba.sarr@écoleléopoldsédarsenghor.sn","F","35","École Léopold Sédar Senghor"
"1495","Sarr","Amadou","Amadou Sarr","Éducation Physique","amadou.sarr@collègeblaisediagne.sn","M","67","Collège Blaise Diagne"
"1496","Ndiaye","Amadou","Amadou Ndiaye","Éducation Physique","amadou.ndiaye@collègeblaisediagne.sn","M","25","Collège Blaise Diagne"
"1497","Tall","Pape","Pape Tall","Éducation Physique","pape.tall@écoleblaisediagne.sn","M","78","École Blaise Diagne"
